nquest,ar,af,w,bollette,cn,cd,c,ncomp,acom5,pesofit,y,cly,nfigli,figli_etamedia,nfigli_maschi,singleparent,singlemom,madre_lavora,padre_lavora,padre_eta,madre_eta,macroarea,madre_laurea,padre_laurea,padre_servizi,padre_industria,madre_servizi,madre_industria
917151,500,750,1250,,11160,0,11160,1,1,2.8754153,11502.749,2,0,,0,1,1,1,,,35,nord,0,,,,0,1
917152,500,343.35205,843.35205,350,9000,0,9000,5,1,2.8492386,14501.259,2,3,7.3333335,0,0,,0,1,44,38,nord,0,0,0,1,,
917162,358000,18500,374273.94,,22800,0,22800,2,4,.19564667,32507.809,7,0,,0,1,0,,1,53,,centro,,0,1,0,,
917166,332000,36500,368500,,25800,0,25800,5,4,.29289624,35224.355,7,3,25.666666,3,0,,0,1,57,54,centro,0,0,1,0,,
917175,183000,8500,191500,,23040,0,23040,3,4,.30281627,43231.156,8,1,30,1,0,,0,1,57,50,centro,0,0,0,1,,
917201,400000,32500,432500,,28700,0,28700,2,4,.30379203,31610.168,7,0,,0,1,0,,1,51,,centro,,0,0,1,,
917221,325000,1000,326000,,26500,0,26500,3,4,.42086515,57703.664,10,1,34,1,0,,1,1,57,53,centro,0,0,0,1,1,0
917224,200000,1000,201000,,26525,0,26525,4,4,.58384436,70128.664,10,2,23.5,2,0,,1,1,49,47,centro,0,0,1,0,0,1
917225,465000,235000,700000,,23200,0,23200,3,4,.40740883,57602.941,10,1,14,1,0,,1,1,53,49,centro,0,1,1,0,1,0
917227,900000,2000,617000,,26800,0,26800,4,4,.51160157,25669.346,6,2,12,1,0,,1,1,53,48,centro,0,0,1,0,1,0
917248,203000,27000,230000,,33200,0,33200,4,1,.70305049,46698.961,9,1,26,1,0,,0,0,59,54,centro,0,0,,,,
917252,360000,39744.613,399744.63,3000,40200,16000,56200,3,1,.72704399,48145.676,9,1,23,1,0,,1,1,56,54,centro,0,0,1,0,1,0
917254,225000,13000,238000,,50500,0,50500,3,1,.80279464,61047.648,10,1,35,1,0,,1,0,62,55,centro,0,0,,,1,0
917258,152000,7000,159000,,19400,0,19400,1,1,.57411206,24645.656,5,0,,0,1,1,1,,,61,centro,0,,,,1,0
917276,261500,27000,193500,2500,23200,0,23200,3,1,1.2186754,36413.375,8,1,2,1,0,,1,1,44,42,centro,0,1,1,0,1,0
917295,103000,28000,127500,3000,19200,12100,31300,2,4,.40219268,38902.629,8,0,,0,0,,1,1,60,58,centro,0,0,0,1,1,0
917297,375000,60000,435000,,49900,6000,55900,3,4,.52845365,69769.914,10,1,30,1,0,,0,0,61,58,centro,0,0,,,,
917300,1000,0,1000,,22320,0,22320,1,4,.72315395,18000,3,0,,0,1,0,,1,45,,centro,,0,0,1,,
917301,84000,7000,91000,,26300,500,26800,2,4,.85615802,26825.656,6,1,28,0,1,1,1,,,49,centro,0,,,,1,0
917356,83000,5000,87000,1200,13200,0,13200,3,3,.894988,13183.741,2,1,21,0,0,,1,0,53,52,centro,0,0,,,0,1
917363,274000,22000,269000,2500,22800,0,22800,1,3,1.1935327,34862.309,7,0,,0,1,0,,1,48,,centro,,0,1,0,,
917373,6000,28000,34000,,21200,0,21200,1,3,.63955486,27973.48,6,0,,0,1,0,,1,57,,centro,,1,0,1,,
917374,1000,3000,4000,,14840,0,14840,1,3,1.2852954,10010.996,1,0,,0,1,1,1,,,41,centro,0,,,,1,0
917375,57500,8000,50500,,25500,0,25500,3,3,1.1341677,29710.545,7,1,17,1,0,,0,1,49,41,centro,0,0,0,1,,
917390,102000,33000,133500,,22400,1800,24200,1,3,.60498434,26102.627,6,0,,0,1,0,,1,51,,centro,,0,0,1,,
917402,123000,37000,160000,,39600,500,40100,3,3,1.0177959,41635.617,8,1,24,1,0,,1,1,53,49,centro,0,0,1,0,0,1
917403,123000,29000,152000,2500,16800,0,16800,1,3,1.1290174,25106.293,6,0,,0,1,0,,1,50,,centro,,0,1,0,,
917430,200100,1000,201100,,36300,0,36300,3,3,.18325219,59103.664,10,1,42,1,0,,0,0,67,65,centro,0,0,,,,
917440,195000,115000,310000,312,38400,0,38400,3,3,.20731832,62405.797,10,1,36,1,0,,0,0,62,60,centro,0,0,,,,
917449,203000,3090.9712,206090.97,450,33600,0,33600,2,3,.14303541,75611.328,10,0,,0,0,,1,1,64,61,centro,1,1,1,0,1,0
917450,100,10000,10100,600,16200,0,16200,1,3,.14826201,15036.652,3,0,,0,1,1,1,,,64,centro,1,,,,1,0
917485,400000,90000,490000,3000,30000,30000,60000,2,3,.54030287,58177.313,10,0,,0,0,,1,0,65,64,centro,1,0,,,1,0
917516,100000,12723.091,112723.09,,16400,0,16400,3,3,.16113372,37749.605,8,0,,0,0,,0,1,60,57,centro,0,0,0,1,,
917517,489200,0,489200,,18300,0,18300,2,3,.15251659,12000,2,0,,0,1,0,,1,51,,centro,,1,0,1,,
917521,150000,1013.7197,151013.72,3000,10800,0,10800,4,3,.22742794,27903.715,6,1,35,0,0,,0,0,68,64,centro,0,0,,,,
917529,450000,2693.5198,452693.53,,37200,0,37200,4,3,.27067178,94458.867,10,2,34,2,0,,0,1,64,63,centro,1,1,1,0,,
917530,750000,15000,765000,4000,19700,0,19700,3,3,.22966431,56154.98,10,0,,0,1,0,,1,32,,centro,,0,1,0,,
917535,300000,9000,309000,3000,10800,0,10800,3,3,.20799349,52232.988,9,1,26,1,0,,1,1,60,56,centro,0,0,1,0,1,0
917561,125000,20000,145000,,39800,750,40550,4,2,1.0668086,58173.305,10,2,30,2,0,,1,0,63,55,centro,0,0,,,0,1
917641,2000,3000,5000,2000,15000,0,15000,1,3,.14303541,16010.996,3,0,,0,1,0,,1,52,,centro,,0,1,0,,
917643,121000,0,33740.246,1500,19200,0,19200,1,3,.36386022,18060.264,4,0,,0,1,0,,1,38,,centro,,0,0,1,,
917647,3000,48000,51000,2000,22800,15000,37800,1,3,.14303541,30351.871,7,0,,0,1,0,,1,54,,centro,,0,1,0,,
917660,145000,20000,165000,,19200,450,19650,1,2,.73817134,19354.979,4,0,,0,1,0,,1,61,,centro,,0,0,1,,
917667,210000,40000,250000,4000,42000,700,42700,5,2,1.1711608,52137.188,9,3,22.666666,1,0,,0,1,57,56,centro,0,0,1,0,,
917689,134000,22000,156000,2000,16800,12000,28800,1,2,1.4834821,24875.924,6,0,,0,1,1,1,,,44,centro,0,,,,1,0
917718,2000,2000,4000,,12840,0,12840,5,3,.33935046,14007.33,2,3,26,0,1,1,1,,,57,centro,0,,,,1,0
917784,3000,10000,13000,1000,16800,0,16800,2,3,.62978309,17036.652,3,0,,0,0,,1,1,35,40,centro,1,1,1,0,1,0
917787,710000,38000,748000,,41800,0,41800,1,2,1.4923675,54734.566,9,0,,0,1,0,,1,43,,centro,,1,1,0,,
917789,112900,23000,128400,,18100,600,18700,2,2,1.2643853,23734.301,5,1,28,1,1,1,1,,,61,centro,0,,,,1,0
917851,205000,10000,215000,,40200,0,40200,4,3,.301689,42036.652,8,2,17.5,0,0,,1,1,54,51,centro,0,0,0,1,1,0
917873,1000,3000,4000,2000,13800,0,13800,1,3,.5703662,15010.996,3,0,,0,1,0,,1,40,,centro,,0,0,1,,
917907,1000,2400,3400,,20700,9500,30200,1,4,.77855384,24408.797,5,0,,0,1,1,1,,,27,centro,0,,,,1,0
917921,440000,50000,490000,3000,16800,0,16800,3,4,.50972259,65983.266,10,1,10,1,0,,1,1,54,45,centro,0,0,1,0,0,1
917937,105000,13000,118000,3000,12000,0,12000,1,4,.28665173,22047.648,5,0,,0,1,1,1,,,54,centro,0,,,,1,0
917942,2000,1000,3000,1250,31884,0,31884,2,4,.42086816,31003.666,7,1,29,1,1,1,1,,,56,centro,0,,,,1,0
917962,150000,0,150000,,15000,0,15000,1,4,.28665173,16000,3,0,,0,1,1,1,,,57,centro,0,,,,1,0
917964,0,0,-100000,,15600,0,15600,4,4,.33825526,18400,4,2,17.5,1,0,,1,0,51,56,centro,0,0,,,1,0
917974,847500,29500,877000,,68850,0,68850,4,2,1.1116449,86999.328,10,1,28,0,0,,1,0,63,55,centro,0,0,,,0,1
917976,134500,0,80200,2200,25200,10000,35200,3,2,1.1211252,26550.744,6,1,15,1,0,,0,1,52,52,centro,0,0,0,1,,
918059,141500,1500,93000,,22300,-500,21800,4,2,1.3086736,40216.242,8,2,25,2,0,,0,0,65,58,centro,0,0,,,,
918063,165000,3000,168000,,30000,0,30000,1,2,.90746814,31011.738,7,0,,0,1,1,1,,,61,centro,0,,,,1,0
918083,6000,19000,22500,,26100,0,26100,3,2,1.4605893,54764.926,9,2,27,1,1,1,1,,,57,centro,1,,,,0,1
918092,1000,0,1000,1600,14400,300,14700,1,2,1.6935104,16000,3,0,,0,1,1,1,,,46,centro,0,,,,1,0
918146,500,15600,15100,1800,21600,0,21600,2,4,.83657914,30557.178,7,1,5,0,1,1,1,,,36,centro,1,,,,1,0
918148,295000,17500,250500,3000,32400,600,33000,2,4,.2765592,50323.43,9,0,,0,0,,1,1,59,54,centro,0,0,1,0,1,0
918149,255500,12000,231000,,21700,0,21700,2,4,.2765592,50200,9,0,,0,0,,1,1,63,60,centro,0,0,0,1,0,1
918153,180500,1300,106800,2000,27600,3300,30900,2,4,.43766382,33010.879,7,1,22,0,1,1,1,,,56,centro,0,,,,1,0
918193,101000,30000,131000,,12800,0,12800,1,4,.30106562,23709.959,5,0,,0,1,0,,1,57,,centro,,0,0,1,,
918249,231500,221000,452500,2000,34300,2000,36300,3,3,.36473781,45248.418,9,1,21,1,0,,1,1,58,55,centro,1,0,1,0,1,0
918254,560000,1000,561000,,31800,0,31800,2,3,.47918838,29803.666,7,1,14,0,1,1,1,,,43,centro,0,,,,1,0
918257,182000,13001,153001,2500,19200,0,19200,3,3,.85765958,17747.428,3,2,12,0,1,1,1,,,40,centro,0,,,,1,0
918264,1000,50,1050,,10880,0,10880,2,3,.6742171,9600.1836,1,1,11,1,1,1,1,,,49,centro,0,,,,1,0
918271,2100,500,2600,,13200,0,13200,5,3,.78414452,10001.833,1,3,3,0,0,,1,0,25,27,centro,0,0,,,0,1
918274,41000,0,41000,1000,8400,0,8400,3,3,.80222917,20000,4,0,,0,0,,0,1,40,40,centro,0,0,1,0,,
918281,90300,1968.3762,92268.375,,16800,0,16800,2,3,.29744962,18607.215,4,1,32,0,1,1,0,,,63,centro,0,,,,,
918285,245000,29174.504,274174.5,3500,22800,0,22800,3,3,.33158055,42306.934,8,1,23,0,0,,1,1,49,48,centro,0,0,1,0,0,1
918303,163000,22641.203,185641.2,3500,25200,0,25200,4,3,.43055487,42081.836,8,2,11.5,2,0,,1,1,42,40,centro,0,0,1,0,1,0
918348,430000,17599.139,447599.13,3000,33900,0,33900,5,5,.70895892,44964.504,9,3,10.333333,3,0,,1,1,44,44,centro,1,1,1,0,1,0
918355,21000,38927.785,44927.785,2500,31200,2000,33200,3,5,.64969027,37832.434,8,1,16,0,0,,1,1,38,40,centro,0,1,1,0,1,0
918361,153000,74518.07,218518.06,,39600,13000,52600,3,5,.38253489,52453.098,9,1,21,0,0,,1,0,63,52,centro,0,0,,,1,0
918363,410000,10000,420000,,38400,0,38400,2,5,.43328929,49036.652,9,1,23,0,1,0,,1,63,,centro,,1,1,0,,
918377,366000,9814.0625,370814.06,2800,27600,1800,29400,4,5,.52370501,39267.645,8,2,12.5,1,1,1,1,,,46,centro,1,,,,1,0
918396,152000,46000,198000,2000,15600,0,15600,2,5,.49415973,37377.52,8,1,34,1,1,1,1,,,54,centro,0,,,,1,0
918421,60000,44357.246,104357.25,,83400,5000,88400,3,5,.6407553,77162.578,10,1,0,0,0,,1,1,42,43,centro,1,1,1,0,1,0
918426,311000,34357.824,265357.81,,22400,0,22400,3,5,.41163102,59724.652,10,1,31,1,0,,1,1,59,57,centro,0,0,0,1,0,1
918428,1920000,48191.402,1966054.1,,60000,0,60000,3,5,.4331238,78503.328,10,2,23.5,1,1,1,1,,,59,centro,1,,,,1,0
918449,250625,3000,253625,,40950,0,40950,4,5,.45583627,66260.992,10,2,30,2,0,,1,0,65,61,centro,0,0,,,1,0
918455,572000,30000,602000,5000,24000,0,24000,1,5,.27335793,46109.957,9,0,,0,1,0,,1,56,,centro,,0,1,0,,
918456,200000,1309.9701,201309.97,,22200,0,22200,2,5,.43220702,24004.801,5,1,21,1,1,1,1,,,55,centro,0,,,,1,0
918459,335000,150000,485000,,31640,0,31640,3,5,.52339166,88549.789,10,1,11,1,0,,1,1,48,51,centro,1,1,1,0,1,0
918473,282000,4085.926,284354.06,3000,21600,0,21600,3,5,.40842748,44414.977,9,1,14,0,0,,1,1,56,49,centro,0,0,1,0,1,0
918475,990000,115000,1009000,4000,34800,9000,43800,4,5,.75637519,70234.766,10,2,7,1,0,,0,1,50,40,centro,0,0,1,0,,
918476,210000,20000,222400,1800,24150,2200,26350,2,5,.34734911,32823.305,7,1,17,0,1,0,,1,58,,centro,,0,1,0,,
918503,221000,489.41742,121489.41,200,21600,3300,24900,3,5,.62487286,35943.281,7,1,8,1,0,,1,1,50,47,centro,0,0,0,1,1,0
918506,188000,600,8600,,31250,3000,34250,3,5,.38253489,34776.875,7,1,24,0,0,,1,1,53,54,centro,0,0,1,0,1,0
918510,2000,0,2000,1000,9600,5000,14600,1,5,.54935968,14100,2,0,,0,1,1,1,,,50,centro,0,,,,0,1
918511,500,2967.4807,3467.4807,,16800,0,16800,3,5,.75775397,16010.877,3,1,3,1,0,,0,1,34,29,centro,0,0,0,1,,
918517,1000,7047.6362,8047.6362,3000,11400,0,11400,1,5,.74765587,14025.832,2,0,,0,1,0,,1,36,,centro,,0,1,0,,
918561,20000,200,19000,1500,29988,0,29988,4,5,.74233288,26200.732,6,2,4.5,2,0,,0,1,44,36,centro,0,0,1,0,,
918573,500,0,500,,7040,0,7040,1,5,.61308944,8000,1,0,,0,1,0,,1,27,,centro,,0,1,0,,
918576,270000,4001,174001,,20350,1000,21350,1,5,.54935968,34575.32,7,0,,0,1,1,1,,,45,centro,1,,,,1,0
918580,300,0,300,,13000,0,13000,1,5,.29437459,16200,3,0,,0,1,1,1,,,59,centro,0,,,,1,0
918593,100000,4000,104000,600,19500,0,19500,1,5,.61308944,18014.504,4,0,,0,1,0,,1,28,,centro,,0,1,0,,
918596,500,0,500,,7860,0,7860,1,5,.61308944,10000,1,0,,0,1,0,,1,21,,centro,,0,1,0,,
918615,200,0,200,,7200,0,7200,1,5,.29437459,11000,2,0,,0,1,1,1,,,53,centro,0,,,,1,0
918616,150000,30000,98280,800,12600,19900,32500,1,5,.74765587,39281.488,8,0,,0,1,0,,1,32,,centro,,1,1,0,,
918622,450000,5300,455300,200,45600,0,45600,6,5,.62692809,48719.426,9,4,10.75,0,0,,1,0,53,44,centro,1,1,,,1,0
918648,382500,89773.234,472273.25,,78700,2400,81100,3,2,1.205258,71052.344,10,1,29,1,0,,1,0,65,58,centro,0,0,,,1,0
918694,304500,11932.873,315054.91,,65339.199,3000,68339.203,3,4,.21801431,93582.938,10,1,15,1,0,,1,1,53,55,centro,1,0,1,0,1,0
918702,186800,5226.0791,142026.08,,44400,1200,45600,3,4,.34636509,40789.898,8,1,8,1,0,,1,1,43,51,centro,1,0,1,0,1,0
918741,351000,30000,381000,,51500,0,51500,4,3,.46091959,52009.957,9,2,13.5,0,0,,1,1,46,45,centro,1,0,1,0,1,0
918746,265000,495500,760500,,44300,0,44300,2,3,.22366406,47137.914,9,0,,0,0,,1,1,63,59,centro,0,0,1,0,1,0
918758,1500,5000,6500,3350,28200,0,28200,2,3,.34091642,37318.328,8,0,,0,1,1,1,,,46,centro,0,,,,0,1
918775,181000,16702.734,197702.73,,30100,0,30100,2,2,.88754821,33061.219,7,0,,0,1,1,1,,,61,centro,0,,,,1,0
918815,1000,222.86946,-10777.131,300,19880,400,20280,4,4,1.5680978,45400.816,9,2,4,1,0,,1,1,34,35,centro,0,0,1,0,1,0
918816,270700,2800,257763,,17440,112,17552,2,4,1.2234889,25566.783,6,0,,0,0,,0,1,45,37,centro,0,0,1,0,,
918821,550100,161200,711300,,23400,0,23400,1,4,.96707374,43430.41,8,0,,0,1,0,,1,47,,centro,,0,1,0,,
918839,152000,4000,26000,,18200,0,18200,4,4,1.3206302,20718.594,4,2,14.5,1,0,,0,1,37,36,centro,0,0,0,1,,
918863,457000,43000,500000,,33240,0,33240,3,3,.20038398,49057.605,9,0,,0,1,0,,1,43,,centro,,0,1,0,,
918869,500,2300,2800,2000,17496,0,17496,6,3,.2907331,21358.43,4,4,12.5,1,0,,1,1,54,42,centro,0,0,1,0,1,0
918891,500,1253,1753,300,11400,0,11400,1,3,.15690652,14704.593,2,0,,0,1,1,1,,,56,centro,0,,,,1,0
918910,411000,6500,417500,2500,38400,0,38400,2,4,.38570386,38323.824,8,0,,0,1,0,,1,64,,centro,,0,1,0,,
918921,500,2000,2500,1700,19800,0,19800,2,4,1.0073355,17877.33,3,0,,0,0,,1,1,32,31,centro,0,0,1,0,1,0
918922,710000,7000,613000,5000,45669.602,13000,58669.602,3,4,.41720611,66636.742,10,1,19,1,0,,1,1,54,63,centro,0,1,0,1,1,0
918929,1000,8500,9500,,13220,200,13420,1,4,1.0451603,14610.641,2,0,,0,1,1,1,,,39,centro,0,,,,1,0
918930,10000,3000,13000,1200,12000,0,12000,1,4,.79585946,13010.996,2,0,,0,1,0,,1,26,,centro,,0,1,0,,
918931,0,1700,1700,,10860,800,11660,1,4,.97054183,12717.231,2,0,,0,1,0,,1,35,,centro,,0,0,1,,
918936,800,4800,5600,1500,12600,500,13100,1,4,1.0451603,13017.594,2,0,,0,1,1,1,,,36,centro,0,,,,1,0
918940,153000,26000,179000,,21240,0,21240,1,4,.6622175,24240.297,5,0,,0,1,0,,1,45,,centro,,0,1,0,,
918954,479500,13200,433200,,40500,0,40500,4,3,.71900672,61253.566,10,2,23,0,0,,1,1,55,50,centro,0,0,1,0,1,0
918960,75700,33000,108700,1400,10800,0,10800,1,3,.76827043,9423.9258,1,0,,0,1,1,1,,,44,centro,0,,,,1,0
918964,305000,88000,393000,,57600,0,57600,5,3,.64992863,57279.512,10,3,17.333334,2,0,,1,0,61,55,centro,0,0,,,1,0
918973,157000,38800,195800,2300,19200,1500,20700,1,3,.41167796,27403.205,6,0,,0,1,1,1,,,64,centro,1,,,,1,0
919002,302000,71854.297,373854.31,2400,29349.6,0,29349.6,2,4,.69171244,32433.51,7,1,27,1,1,1,1,,,56,centro,0,,,,1,0
919010,206000,8114.1523,164114.16,,12009.6,0,12009.6,1,4,.47112274,24170.084,5,0,,0,1,1,1,,,61,centro,1,,,,1,0
919039,253500,16297.477,269797.47,4500,39600,500,40100,4,3,.48379385,54809.734,9,0,,0,0,,1,1,54,50,centro,0,0,1,0,1,0
919051,251000,4826.1519,255826.16,1780,23352,0,23352,3,3,.66216964,33469.688,7,1,20,1,0,,0,1,50,42,centro,0,0,1,0,,
919082,50000,79023.867,129023.87,2200,16800,0,16800,2,2,.96433181,42289.645,8,0,,0,0,,1,1,62,60,centro,0,0,0,1,1,0
919095,0,3473.646,3473.646,200,9600,0,9600,1,2,2.0838132,16812.732,3,0,,0,1,0,,1,28,,centro,,0,0,1,,
919098,132000,21965.775,153965.78,3600,28800,0,28800,3,2,1.267066,50280.512,9,1,21,1,0,,1,1,58,51,centro,0,0,1,0,1,0
919100,132000,38305.855,170305.86,,34900,0,34900,3,2,2.177846,48140.402,9,1,11,0,0,,1,1,42,43,centro,0,0,0,1,1,0
919103,202100,3783.2444,205883.25,,29500,0,29500,3,2,1.5060797,46013.867,9,1,13,0,0,,1,1,51,51,centro,0,0,1,0,1,0
919110,0,1736.9948,1736.9948,,21400,0,21400,1,2,1.0005418,18006.367,3,0,,0,1,1,1,,,57,centro,0,,,,1,0
919116,110700,5222.9741,115922.98,1200,15600,0,15600,1,2,2.7365623,25619.145,6,0,,0,1,1,1,,,38,centro,0,,,,1,0
919136,504000,37695.66,541695.69,,35000,0,35000,2,3,.50499171,46238.164,9,0,,0,0,,1,0,65,61,centro,0,0,,,1,0
919137,191000,12739.929,203739.92,3000,24000,0,24000,2,3,.76928008,38044.828,8,1,30,1,1,1,1,,,58,centro,0,,,,1,0
919190,120500,5475.4331,125975.43,,22980,0,22980,1,4,1.0893552,23820.068,5,0,,0,1,0,,1,45,,centro,,1,1,0,,
919278,0,0,0,,28200,500,28700,4,3,.70211732,34000,7,2,13,1,0,,1,1,42,39,centro,0,0,0,1,1,0
919286,100000,0,65000,,10200,6000,16200,2,3,.58678472,16789.52,3,0,,0,0,,0,1,47,45,centro,0,0,0,1,,
919294,0,0,0,3000,16200,3000,19200,4,3,.76404613,17000,3,2,2,1,0,,1,1,41,42,centro,0,0,0,1,1,0
919295,115000,0,70000,,13300,8000,21300,1,3,.56535196,16443.67,3,0,,0,1,0,,1,47,,centro,,0,0,1,,
919324,122000,1000,123000,2500,30000,4400,34400,3,3,.42995667,46103.664,9,1,19,0,0,,1,1,60,58,centro,0,0,0,1,0,1
919328,123000,28000,151000,,29300,0,29300,3,3,.55077416,36702.629,8,1,33,0,0,,1,1,63,57,centro,0,0,1,0,1,0
919333,153000,2000,155000,,18700,2500,21200,1,3,.97587872,22007.33,5,0,,0,1,0,,1,31,,centro,,0,0,1,,
919352,160000,19067.051,169067.05,,62260,19000,81260,3,2,.25937986,70882.477,10,1,27,1,0,,1,1,59,56,centro,0,0,1,0,1,0
919353,150100,51767.559,201867.56,,14600,0,14600,2,2,.19740742,40435.801,8,0,,0,0,,0,1,63,59,centro,0,0,0,1,,
919370,160000,1658.3126,161158.31,,33400,0,33400,4,2,.4796901,42006.078,8,2,10,1,0,,1,1,45,49,centro,0,0,1,0,1,0
919371,110000,34999.582,144999.58,,42400,0,42400,4,2,.4796901,34928.285,7,2,6.5,1,0,,1,1,45,41,centro,0,0,0,1,0,1
919374,118000,20000,105400,2000,12000,0,12000,4,2,.52627075,21298.094,4,2,10.5,1,0,,0,1,41,36,centro,0,0,0,1,,
919414,93000,5400,98400,300,9000,0,9000,3,4,.31179249,37219.793,8,1,16,0,0,,1,1,56,54,centro,0,0,0,1,1,0
919432,1000,8000,9000,1511,8400,0,8400,2,4,.40933448,21429.322,5,0,,0,1,1,1,,,48,centro,0,,,,1,0
919443,84000,11000,95000,,12280,399,12679,2,1,.20120372,13340.318,2,0,,0,0,,1,0,65,53,centro,0,1,,,1,0
919444,401000,5140.9873,406141,3760,19200,0,19200,3,1,.29924294,33138.844,7,1,37,0,0,,0,1,62,60,centro,0,0,0,1,,
919453,300000,0,252000,1800,14500,1000,15500,4,1,.31563619,19939.914,4,2,20,2,0,,0,0,50,51,centro,0,0,,,,
919460,0,0,0,,14600,0,14600,4,1,.29035637,35600,7,2,25.5,2,0,,0,0,57,56,centro,0,0,,,,
919492,80000,24000,104000,3000,19200,300,19500,3,3,.54356873,23887.967,5,1,8,0,0,,0,1,58,47,centro,0,0,0,1,,
919500,200000,3463.5454,103463.55,2000,8400,0,8400,1,3,.51661474,19004.182,4,0,,0,1,0,,1,44,,centro,,1,0,1,,
919516,92000,15900,62800,,17200,1000,18200,3,3,.63280559,37342.426,8,1,9,1,0,,1,1,43,43,centro,1,1,1,0,1,0
919521,200000,3898.0298,149898.03,,18200,0,18200,4,3,.82218361,22746.689,5,2,2.5,2,0,,0,1,39,36,centro,0,0,1,0,,
919525,165000,29000,194000,1800,20400,35000,55400,4,3,.85340148,61706.293,10,2,1,0,0,,1,1,40,35,centro,1,1,1,0,1,0
919527,166000,0,145000,,24100,0,24100,5,2,.39178604,27500,6,3,11.666667,0,0,,0,1,43,41,centro,0,0,1,0,,
919533,17000,7947.8442,24947.844,1800,18200,0,18200,3,2,.5916636,27429.131,6,2,12,2,1,1,1,,,40,centro,0,,,,0,1
919541,734500,54879.348,779379.38,5000,41000,500,41500,4,2,.30688789,74144.602,10,2,23.5,1,0,,1,1,56,54,centro,0,0,1,0,0,1
919547,495000,24957.285,494957.28,1700,21600,0,21600,3,2,.35236004,42264.621,8,1,15,0,0,,1,1,50,48,centro,0,0,0,1,1,0
919576,301100,1000,132100,,19200,0,19200,2,1,.20925188,29580.223,7,0,,0,0,,1,1,51,51,centro,0,0,0,1,1,0
919582,201000,18500,219500,,14500,700,15200,2,1,.20925188,31767.809,7,0,,0,0,,1,1,53,51,centro,0,0,1,0,1,0
919588,51000,72600,116600,,22300,1000,23300,4,1,.42318153,33207.453,7,2,11.5,1,0,,0,1,45,47,centro,0,0,1,0,,
919590,1000,1000,2000,,25769.6,0,25769.6,2,1,.20925188,19273.266,4,0,,0,0,,1,0,51,61,centro,1,0,,,1,0
919622,705000,77621.063,782621.06,,26400,1400,27800,2,2,.22744769,49284.504,9,0,,0,0,,1,1,59,57,centro,0,0,0,1,1,0
919631,452000,37346.461,486846.47,2400,37300,29550,66850,4,2,.34032217,63426.828,10,2,23.5,2,0,,0,1,54,55,centro,0,0,0,1,,
919643,345000,5408.5898,259408.59,1500,19800,6000,25800,4,2,.55268645,46776.332,9,2,9,1,0,,1,1,42,45,centro,0,0,1,0,1,0
919673,225000,99195.156,324195.16,2500,21600,500,22100,2,4,1.2623526,53140.816,9,1,37,0,1,1,0,,,64,centro,0,,,,,
919684,88000,90200,178200,,33750,5000,38750,4,4,1.0453545,48380.609,9,2,13,2,0,,1,1,53,53,centro,0,1,1,0,1,0
919685,84000,309219.31,393219.31,,18000,3600,21600,2,4,.73002625,37130.941,8,0,,0,0,,1,0,74,61,centro,0,0,,,1,0
919686,571500,29200.131,497700.13,6000,46700,0,46700,5,4,1.5349554,93413.242,10,3,9.666667,2,0,,1,1,44,44,centro,1,1,1,0,1,0
919726,185000,3500,188500,3000,25200,0,25200,3,3,.47600675,27212.828,6,1,30,1,0,,0,1,60,58,centro,0,0,0,1,,
919727,782000,64000,548000,5000,46300,0,46300,7,3,.56062716,99521.773,10,4,22,2,0,,1,1,54,53,centro,0,0,1,0,1,0
919731,285000,13500,298500,,21100,0,21100,2,3,.36227664,36043.984,8,0,,0,0,,0,1,55,51,centro,0,0,1,0,,
919740,151000,6600,157600,500,11400,0,11400,2,3,.51277095,36524.191,8,0,,0,1,0,,1,46,,centro,,0,0,1,,
919741,180600,1000,179577.02,3000,20200,0,20200,3,3,.90526849,39944.664,8,1,4,1,0,,1,1,41,38,centro,0,0,1,0,1,0
919752,212000,4839.2881,216839.28,,15030,0,15030,3,1,.21479894,45967.738,9,1,27,1,0,,1,0,57,57,centro,0,0,,,1,0
919757,37000,3592.0364,40592.035,2400,25200,0,25200,4,1,.29062983,38713.164,8,2,23.5,1,0,,1,1,51,50,centro,0,1,1,0,1,0
919766,140000,9289.7412,146289.73,2000,20520,4000,24520,4,1,.24460657,61954.051,10,2,25,2,0,,1,0,56,51,centro,0,0,,,1,0
919775,200,800,1000,200,10032,0,10032,3,1,.25000498,9002.9326,1,2,22,1,1,1,1,,,54,centro,0,,,,1,0
919778,2000,4500,6500,,32500,0,32500,4,1,.29063922,33016.492,7,2,25,1,0,,1,1,50,51,centro,0,0,0,1,1,0
919793,170000,25000,195000,3500,28800,3000,31800,2,1,.22828154,43891.633,9,0,,0,0,,1,1,52,46,centro,0,0,0,1,1,0
919795,1000,3000,4000,1800,13200,0,13200,1,1,.35325775,18010.996,4,0,,0,1,0,,1,28,,centro,,0,0,1,,
919828,60000,0,60000,2000,11400,0,11400,2,4,.73297942,12600,2,0,,0,0,,0,1,58,45,centro,1,0,1,0,,
919851,257000,23443.098,232443.09,,34460,0,34460,2,4,.24936463,44409.086,9,0,,0,0,,1,1,59,51,centro,0,0,1,0,1,0
919856,3000,6455.5313,9455.5313,,21300,0,21300,3,4,.63848907,24123.662,5,1,32,0,1,1,1,,,49,centro,0,,,,0,1
919866,153000,28000,177900,,29780,800,30580,3,4,.5492056,42802.629,8,1,12,1,0,,1,1,44,43,centro,0,1,0,1,1,0
