nquest,ar,af,w,bollette,cn,cd,c,ncomp,acom5,pesofit,y,cly,nfigli,figli_etamedia,nfigli_maschi,singleparent,singlemom,madre_lavora,padre_lavora,padre_eta,madre_eta,macroarea,madre_laurea,padre_laurea,padre_servizi,padre_industria,madre_servizi,madre_industria
5416,0,1603.3594,1603.3594,6000,28200,0,28200,5,4,1.0888724,43005.875,8,3,32.333332,1,1,1,1,,,58,nord,0,,,,1,0
20297,80000,5000,85000,4000,28810,0,28810,2,5,2.0405276,32678.326,7,0,,0,0,,1,0,56,37,nord,0,0,,,1,0
22099,485000,8139.2813,493139.28,1000,16200,0,16200,2,3,1.0480077,18229.832,4,0,,0,0,,0,1,58,54,sud,0,0,1,0,,
22624,3500,0,1500,,22600,0,22600,4,4,.28655201,19300,4,2,20,0,0,,0,1,59,55,sud,0,0,0,1,,
23797,5000,8500,-37806.387,,35800,0,35800,2,5,.86384475,27831.154,6,0,,0,0,,0,1,61,58,sud,0,0,1,0,,
24194,124000,100000,224000,3500,25650,1600,27250,4,3,.54255408,68560.492,10,2,29,1,0,,1,0,64,56,nord,0,0,,,1,0
24764,251000,3000,254000,2230,25200,0,25200,5,4,.34437683,28010.996,6,3,15.666667,1,0,,0,1,53,50,sud,0,0,0,1,,
24853,285000,41015.504,326015.5,,26000,0,26000,2,3,.25520056,54344.934,9,0,,0,0,,1,0,59,54,centro,0,0,,,1,0
27157,201500,5694.7412,207194.73,1000,12600,0,12600,4,4,.47180361,10202.547,1,2,23,1,0,,1,1,56,53,sud,0,0,1,0,0,1
27238,102000,10000,112000,3000,27600,0,27600,2,1,3.36011,31636.652,7,0,,0,0,,1,0,64,55,centro,0,0,,,1,0
28802,200000,2941.196,199941.2,4500,32400,0,32400,2,5,.93856466,54410.781,9,0,,0,0,,1,1,60,56,nord,0,0,1,0,1,0
29680,236000,1500,237500,1000,16800,0,16800,4,4,.42938671,39605.496,8,2,24,2,0,,1,1,52,46,sud,0,0,1,0,1,0
29737,353000,38000,391000,,26100,500,26600,2,5,2.0750377,66889.281,10,0,,0,0,,1,1,65,63,sud,1,1,1,0,1,0
29742,404000,0,392000,5000,20900,19000,39900,4,5,3.028877,39630,8,2,35.5,1,0,,1,1,64,62,sud,0,0,1,0,1,0
29823,200000,0,197200,700,37200,1000,38200,6,4,.46100456,43940,9,4,19,2,0,,0,1,51,56,sud,1,1,1,0,,
31093,405000,14845.502,419845.5,7000,13200,0,13200,1,3,.36853236,22251.279,5,0,,0,1,0,,1,62,,nord,,0,1,0,,
31695,152000,3000,146200,,39400,14000,53400,3,3,.34943655,48710.996,9,1,24,1,0,,0,1,52,47,nord,0,0,0,1,,
31724,557500,150200,707700,3500,42625,0,42625,5,2,2.2405725,90575.523,10,2,22.5,0,0,,1,1,58,54,nord,0,0,0,1,1,0
31860,157000,3058.7119,146058.72,2800,26400,500,26900,3,4,.47494945,42927.02,8,1,27,0,0,,1,1,58,55,sud,0,0,1,0,1,0
32320,401000,6728.1499,407728.16,5000,46800,0,46800,3,4,.64771062,81824.664,10,1,22,1,0,,1,1,58,54,nord,1,0,1,0,1,0
32729,825000,52000,744000,2500,27600,1800,29400,2,3,.42122641,63461.281,10,0,,0,0,,0,1,62,58,nord,0,0,1,0,,
32734,0,2000,-20100,,29000,18000,47000,1,3,.5340609,23807.33,5,0,,0,1,0,,1,51,,nord,,0,0,1,,
32765,337300,20000,357300,3500,41400,2000,43400,2,4,.30413762,58473.305,10,0,,0,0,,1,1,62,60,nord,1,1,1,0,1,0
32861,155000,55000,210000,,36400,1600,38000,3,3,.88542199,56207.363,10,1,27,0,0,,0,0,70,65,centro,0,0,,,,
32887,520500,1500,510000,2000,37800,0,37800,3,3,.54775578,48005.496,9,1,26,1,0,,1,1,54,51,nord,0,0,1,0,1,0
33038,1500,4470.5547,5970.5547,,28300,0,28300,6,4,.28570679,50316.387,9,2,27,1,0,,0,1,59,61,sud,0,0,1,0,,
33335,732000,165896.95,873896.94,1000,42000,300,42300,4,1,.55482948,63608.059,10,2,30.5,2,0,,1,1,56,57,centro,0,0,1,0,0,1
33336,104000,0,104000,1100,22900,0,22900,2,1,.47538096,21100,4,0,,0,1,0,,1,46,,centro,,0,0,1,,
33451,330000,13000,343000,,29000,0,29000,3,5,.9947018,23447.648,5,2,28,1,1,1,1,,,61,sud,0,,,,1,0
33877,280000,5619.4819,285619.47,,27000,5000,32000,2,1,1.4149592,49620.598,9,0,,0,0,,1,1,58,53,nord,0,0,1,0,1,0
34900,152000,9159.4844,161159.48,,21600,1000,22600,4,4,.4940795,28035.803,6,2,18,1,0,,1,1,53,49,nord,0,0,0,1,1,0
35022,167000,598.19122,167598.19,3000,22800,0,22800,3,4,.52213663,26202.193,6,1,23,1,0,,0,1,50,50,sud,0,0,1,0,,
35032,161500,36512.367,198012.36,4000,16200,0,16200,4,4,.73576003,77733.828,10,2,27,2,0,,1,1,58,56,nord,0,0,1,0,1,0
35372,165000,41000,206000,,45000,3000,48000,3,2,4.1733856,45600.277,9,1,40,1,0,,1,0,67,61,sud,0,0,,,1,0
35507,151000,70000,214000,,34500,0,34500,3,4,.27905506,46626.539,9,0,,0,1,1,1,,,53,sud,1,,,,1,0
35508,250000,2000,13600,,9300,0,9300,6,4,.5204069,7307.3306,1,5,16.6,5,1,1,1,,,51,sud,0,,,,0,1
36130,133000,6200,139200,,21200,0,21200,2,2,1.2277745,40922.727,8,0,,0,0,,1,1,53,51,nord,0,0,0,1,0,1
36164,90500,14799.558,105299.55,,14200,1000,15200,2,2,2.202332,24854.244,5,0,,0,0,,1,1,57,53,nord,0,0,0,1,1,0
36186,100100,12000,112100,,12350,0,12350,3,1,3.9742694,17783.982,3,2,23,0,1,1,1,,,53,sud,0,,,,0,1
36250,170300,3500,142800,,24500,0,24500,3,4,.39763495,38812.828,8,2,28,2,1,1,1,,,55,sud,0,,,,1,0
36333,203000,700,153700,2460,16800,0,16800,2,4,.47471744,17502.566,3,1,29,0,1,1,0,,,58,centro,0,,,,,
36409,143000,6000,149000,3200,12000,15000,27000,2,3,.3052268,65721.992,10,0,,0,0,,0,1,62,60,nord,0,0,1,0,,
36443,161000,29500,190500,,20000,0,20000,2,2,1.1947026,37700.27,8,0,,0,0,,1,0,63,57,nord,0,0,,,1,0
36450,310000,65000,375000,600,29800,5600,35400,3,2,1.5697576,66432.531,10,1,30,1,0,,1,0,64,60,nord,0,0,,,1,0
36522,645000,92000,737000,,40500,0,40500,4,4,.4200401,66147.195,10,2,25,1,0,,1,1,57,55,sud,0,1,1,0,1,0
37001,305000,7000,312000,600,26400,0,26400,4,4,1.0651131,48175.656,9,1,37,1,0,,0,0,66,62,centro,0,0,,,,
37299,200000,0,200000,,16100,0,16100,3,4,.29899934,21200,4,1,21,0,0,,0,1,59,55,sud,0,0,0,1,,
37459,100000,3687.8438,103687.84,1600,26400,4000,30400,3,5,4.0394416,33113.516,7,1,24,0,0,,0,1,54,52,centro,0,0,1,0,,
37665,223000,11800,54800,2400,26400,0,26400,3,2,1.5567822,43007.926,8,0,,0,0,,1,1,59,52,nord,0,0,0,1,1,0
38095,110000,1535.1196,102556.42,,25900,800,26700,3,3,.43341842,39405.625,8,1,31,1,0,,0,1,51,55,nord,0,0,0,1,,
38135,223000,300,193110,,9850,0,9850,1,5,2.4631009,6313.5459,1,0,,0,1,0,,1,47,,nord,,0,1,0,,
38316,345000,52407.055,397407.06,,34900,3500,38400,4,3,.30969924,66197.094,10,2,23.5,1,0,,1,1,59,58,nord,1,1,1,0,1,0
38554,3000,6902.9517,9902.9521,,28252.377,0,28252.377,4,3,.72090203,48077.68,9,2,17,2,0,,1,1,49,42,centro,0,0,0,1,1,0
39056,397500,235000,628500,5000,27240,600,27840,2,3,.34350652,41081.348,8,0,,0,0,,1,1,60,57,nord,0,0,1,0,1,0
39095,5000,116968.65,121968.65,4000,15200,0,15200,1,5,1.6784148,29245.803,6,0,,0,1,1,1,,,58,nord,0,,,,1,0
39227,700000,24573.475,661573.5,,32900,3000,35900,2,2,.91631311,18653.416,4,0,,0,1,0,,1,51,,nord,,0,0,1,,
39317,100,0,100,2000,12000,0,12000,1,3,1.1604694,17800,3,0,,0,1,0,,1,24,,nord,,0,0,1,,
39318,481000,4875.5962,485875.59,1500,19800,9000,28800,3,3,.68539864,39417.871,8,1,18,1,0,,1,1,54,50,nord,0,0,0,1,1,0
51444,100,900,1000,250,20976,0,20976,4,5,1.8273494,37837.297,8,2,31.5,0,0,,0,0,64,65,nord,0,0,,,,
52718,69500,9295.3633,78795.367,250,9600,0,9600,2,2,2.8302619,14204.07,2,1,35,0,1,1,0,,,60,sud,0,,,,,
53008,300000,40371.559,339370.09,5000,21000,25000,46000,2,5,.45424688,61144.832,10,0,,0,0,,1,1,58,53,nord,0,0,0,1,1,0
53086,83000,90000,173000,700,23340,300,23640,1,4,1.5051144,34029.875,7,0,,0,1,0,,1,60,,nord,,0,1,0,,
53552,5000,31000,36000,,16860,0,16860,2,1,1.7281687,21913.623,5,1,25,0,1,1,1,,,61,centro,0,,,,1,0
53596,100000,10000,110000,,27600,0,27600,3,1,1.328227,35406.652,7,2,19.5,2,1,0,,0,52,,centro,,0,,,,
53871,100100,2975.9932,103075.99,3000,20400,0,20400,2,4,.43371806,29610.908,7,0,,0,0,,1,0,64,64,nord,0,0,,,1,0
55425,21500,3047.7664,24547.766,,7240,0,7240,1,4,.70216137,5011.1709,1,0,,0,1,0,,1,47,,sud,,1,1,0,,
55636,760000,9691.3301,769691.31,4000,46600,0,46600,4,1,2.672225,65435.52,10,1,20,1,0,,1,1,61,58,sud,1,0,1,0,1,0
55774,251000,0,251000,,28150,0,28150,3,2,2.9862268,30650,7,2,38.5,2,1,1,0,,,63,sud,0,,,,,
56582,420000,18000,438000,,27600,18700,46300,3,3,.82402039,45115.977,9,1,25,0,0,,1,0,60,53,centro,0,0,,,0,1
56603,253000,0,226500,3000,24000,0,24000,2,4,1.4625498,42000,8,0,,0,0,,1,1,52,48,centro,0,0,0,1,1,0
56658,305000,62488.824,367488.81,3500,42000,4000,46000,2,2,.31004453,56534.707,10,0,,0,1,0,,1,52,,centro,,0,0,1,,
56721,257500,72100,329600,,32000,0,32000,3,3,.62431175,40698.559,8,0,,0,0,,1,0,61,57,centro,0,0,,,1,0
56761,512000,7000,519000,800,24000,25000,49000,6,4,1.6563669,64825.656,10,2,12,2,0,,1,1,47,46,centro,1,0,1,0,1,0
57027,226000,3397.8269,229397.83,5000,17600,0,17600,4,4,.74940145,22612.453,5,2,22.5,0,0,,1,0,52,52,sud,0,0,,,1,0
57546,160000,22000,182000,,33100,0,33100,2,4,.30831549,27880.637,6,0,,0,0,,1,1,55,53,centro,0,0,1,0,0,1
57621,305000,14454.842,319454.84,,43100,0,43100,2,1,.34710324,57352.98,10,0,,0,0,,1,0,66,57,centro,0,0,,,1,0
57670,260000,3392.0247,263392.03,,10300,0,10300,1,5,.53660899,21712.434,5,0,,0,1,1,1,,,63,sud,0,,,,1,0
57962,290000,31111.957,321111.97,4800,20150,0,20150,2,5,.32453173,21563.781,5,0,,0,0,,1,0,60,57,nord,1,0,,,1,0
91071,150000,31775.787,181315.78,3000,30000,0,30000,4,1,3.508136,46112.453,9,2,15.5,2,0,,1,1,47,46,nord,0,0,0,1,1,0
91074,200500,29039.711,229539.7,,22200,0,22200,3,4,1.1750324,23306.439,5,2,16.5,1,1,1,1,,,43,nord,0,,,,1,0
91079,50500,34500,83000,,19800,0,19800,3,1,.37614512,33674.879,7,1,18,1,0,,1,1,52,53,centro,0,0,1,0,1,0
91081,369000,5000,329000,,28700,4500,33200,3,4,.40536961,40361.996,8,1,17,1,0,,1,1,51,47,centro,1,0,1,0,1,0
91095,825000,60500,885500,3500,31600,15000,46600,3,4,1.9819065,53309.742,9,1,13,0,0,,0,1,56,53,centro,0,0,1,0,,
145007,371000,4000,374500,3240,36000,0,36000,4,4,1.0642273,37014.66,8,2,26,2,0,,0,1,62,60,sud,1,1,1,0,,
243067,367500,147000,501500,2200,42000,0,42000,3,3,.44650102,68605.328,10,1,22,0,0,,1,1,54,54,nord,0,0,1,0,0,0
244058,83000,2000,85000,1000,15600,0,15600,3,1,.82699651,18607.33,4,1,18,0,0,,0,1,52,52,sud,0,0,0,1,,
389084,2000,270,2270,,14100,1000,15100,2,4,.31065336,16500.99,3,0,,0,0,,0,1,60,61,centro,0,0,1,0,,
500026,157500,40338.852,197838.84,1800,23400,0,23400,2,3,.20993689,38676.875,8,0,,0,0,,1,0,60,57,nord,0,0,,,0,1
500669,270050,1495.3259,271545.31,3500,15600,0,15600,2,3,.68147612,32805.48,7,0,,0,0,,1,1,52,49,nord,0,0,0,1,1,0
500726,345000,30091.324,375091.31,,38800,0,38800,2,1,4.7101688,49316.586,9,0,,0,0,,1,1,50,47,nord,0,0,1,0,1,0
502060,68000,28988.578,95776.172,2000,10800,1000,11800,1,4,.40881512,8706.251,1,0,,0,1,0,,1,58,,nord,,0,0,1,,
502355,180000,58000,238000,3500,15900,17500,33400,3,1,2.0164158,46512.586,9,1,26,1,0,,0,1,55,54,nord,0,0,0,1,,
503560,101000,9474.2744,30474.275,2500,25200,0,25200,2,4,.41346559,38967.914,8,0,,0,0,,1,0,62,56,nord,0,0,,,1,0
503593,130500,25208.127,155708.13,3000,16800,0,16800,1,4,.55758905,25892.395,6,0,,0,1,0,,1,64,,nord,,0,1,0,,
503931,610000,235572.8,845572.81,,36800,300,37100,2,4,1.0864398,80027.125,10,0,,0,0,,1,0,69,63,nord,0,0,,,1,0
503950,1000,6723.8076,7723.8076,,28224,400,28624,3,4,2.5476587,30324.121,7,1,15,0,0,,1,1,48,47,nord,0,0,0,1,1,0
504157,60000,11515.627,71515.625,5000,8400,0,8400,1,4,.59153515,28842.209,6,0,,0,1,0,,1,56,,nord,,0,0,1,,
504395,802000,12000,799000,,56500,2500,59000,4,2,2.2378967,52835.207,9,2,20,0,0,,1,1,51,57,nord,0,0,1,0,1,0
504453,199000,6500,203612.86,,16300,1000,17300,3,2,2.4739237,41223.824,8,1,21,0,0,,1,1,49,49,nord,0,0,0,1,0,1
504584,45000,347.46597,45347.465,,7500,0,7500,1,2,2.285028,14401.273,2,0,,0,1,1,1,,,59,nord,0,,,,1,0
504821,231000,19000,173500,,93620,0,93620,3,4,.72093892,107678.73,10,1,13,1,0,,1,1,53,50,nord,0,1,1,0,0,1
504921,202000,14999.013,216999.02,3000,32400,2000,34400,3,2,1.7334857,31954.977,7,1,19,0,0,,1,1,49,52,nord,0,0,0,1,1,0
504937,0,0,-5000,,17400,0,17400,4,2,1.5405015,20600,4,2,17,0,0,,0,1,49,48,nord,0,0,0,1,,
505022,35200,0,35200,,11900,0,11900,2,3,.29034579,19650,4,0,,0,0,,0,1,63,67,nord,0,0,0,1,,
505228,241000,9980.8906,250980.89,,41300,0,41300,3,2,1.7924888,60536.582,10,2,29.5,1,1,1,0,,,63,nord,0,,,,,
505390,684000,21001,705001,6000,68800,0,68800,3,4,.82469487,107872.27,10,1,22,0,0,,1,1,52,52,nord,0,1,1,0,1,0
505424,245000,60000,235000,2700,25200,19100,44300,4,3,.62197745,40617.391,8,2,17.5,0,0,,1,1,50,46,nord,0,0,1,0,1,0
505655,400000,180000,580000,,38600,24000,62600,2,2,1.519611,64758.285,10,0,,0,0,,0,1,65,63,nord,0,0,1,0,,
505768,71000,8975.4463,73175.445,3000,24000,8000,32000,2,4,.22050431,40331.766,8,0,,0,0,,1,1,56,52,nord,0,0,1,0,0,1
505818,559500,69000,628500,8000,56450,0,56450,4,3,.6424796,158800.33,10,2,26.5,1,0,,1,1,56,55,nord,0,0,0,1,1,0
505839,201000,119339.7,320339.69,3500,16300,2100,18400,2,4,2.4378836,37874.961,8,0,,0,0,,1,1,46,46,nord,1,0,1,0,1,0
506107,2000,100,-100,2700,24240,700,24940,3,1,1.202131,32050.367,7,1,20,1,0,,1,0,59,54,nord,0,0,,,1,0
506396,355000,34500,389500,,27100,0,27100,4,4,.85694045,39720.168,8,2,13,2,0,,1,1,47,46,centro,0,0,0,1,1,0
506410,120000,9500,127492.4,3500,40600,0,40600,4,1,1.5476366,49534.82,9,2,18.5,0,0,,1,1,48,46,centro,0,0,1,0,1,0
506413,7000,42500,49500,,21600,0,21600,4,1,1.4913012,49546.348,9,2,12,0,0,,1,1,51,46,centro,0,0,0,1,1,0
506458,152000,30000,112000,4000,22800,1000,23800,4,4,.89099026,52689,9,2,19.5,2,0,,1,1,52,52,centro,0,1,1,0,1,0
506492,188000,25000,213000,3000,30000,0,30000,3,3,1.7756902,31652.623,7,1,27,1,0,,1,1,62,50,centro,0,0,1,0,1,0
506628,1940000,70000,2010000,7000,66000,0,66000,5,2,1.9952079,101366.57,10,3,30,2,0,,0,1,64,65,centro,1,0,1,0,,
506738,202000,541.74481,202541.75,180,11388,0,11388,4,4,.61882883,36401.984,8,2,21,2,0,,0,1,51,46,centro,0,0,1,0,,
507037,293000,40793.824,332893.81,,44600,0,44600,2,3,.27157775,44057.773,9,0,,0,0,,1,1,61,55,centro,0,0,1,0,1,0
507282,552500,48917.164,589417.19,,67600,700,68300,5,3,.89483982,55751.012,9,3,18,1,0,,1,1,55,51,centro,0,0,0,1,1,0
507329,280000,62310.84,342310.84,1200,14400,0,14400,2,2,1.5914731,64105.387,10,0,,0,0,,1,1,56,52,centro,0,0,1,0,1,0
507360,1011500,18841.367,1030341.4,2800,28800,0,28800,3,4,1.2250761,34669.059,7,1,28,0,0,,0,1,62,64,centro,0,1,1,0,,
507444,15000,800,15700,2000,17632,0,17632,1,3,.58833498,21392.932,4,0,,0,1,1,1,,,52,centro,0,,,,1,0
507541,260000,12000,272000,,47100,12000,59100,4,1,.49547896,49243.984,9,2,17.5,1,0,,1,1,55,49,centro,0,0,1,0,0,1
507544,532000,2050,375050,,39250,20500,59750,3,1,.46560931,54585.16,9,1,22,0,0,,1,0,63,61,centro,1,0,,,1,0
507552,2000,23000,25000,,26900,16780,43680,4,1,.51757151,35778.02,7,2,14.5,2,0,,1,1,47,43,centro,0,0,0,1,1,0
507905,102000,12000,108000,,28700,0,28700,7,1,3.6778257,58943.984,10,2,31.5,1,0,,0,0,65,61,centro,0,0,,,,
507913,150000,2000,152000,2300,15600,262,15862,3,1,3.3771081,12802.33,2,2,31.5,0,1,1,0,,,62,centro,0,,,,,
509057,24000,1506.1814,25506.182,,31320,200,31520,4,1,4.6061425,34965.52,7,2,30.5,1,0,,0,0,65,57,sud,0,0,,,,
509366,251300,20000,271300,4000,20400,0,20400,2,4,.44195932,22073.305,5,0,,0,0,,1,0,66,60,sud,0,0,,,1,0
509601,201000,1930.5886,202930.59,400,16800,0,16800,3,4,.42985338,24807.076,5,1,24,1,0,,0,1,52,50,sud,0,0,1,0,,
509689,2000,0,2000,,14420,0,14420,3,3,.39581621,15600,3,1,26,1,0,,0,1,60,53,sud,0,0,1,0,,
509806,102000,0,102000,150,10269.6,0,10269.6,4,4,.23741445,15629.6,3,2,26.5,2,0,,1,0,57,56,sud,0,0,,,1,0
509889,211000,8500,219500,,23800,150,23950,3,3,1.7589694,23631.154,5,1,26,1,0,,0,1,53,52,sud,0,0,0,1,,
510239,326000,62000,388000,,26000,0,26000,3,3,.30004308,48817.82,9,1,17,1,0,,1,1,49,51,sud,0,0,0,1,1,0
510345,193500,14842.217,208342.22,3000,24600,0,24600,5,4,.48162422,29454.4,7,3,21,2,0,,0,1,46,42,sud,0,0,1,0,,
510374,121000,0,116000,4000,20500,5700,26200,3,3,2.6278307,26098,6,1,10,1,0,,0,1,52,51,sud,0,0,0,1,,
510432,0,0,0,,15360,0,15360,2,2,2.9106224,11400,2,0,,0,1,0,,1,57,,sud,,0,1,0,,
510433,252000,757.75281,252757.75,,28500,0,28500,4,2,2.3995256,47642.539,9,2,30.5,1,0,,0,0,59,60,sud,0,0,,,,
510984,121000,4000,125000,10000,24000,0,24000,1,4,.97900945,33014.66,7,0,,0,1,1,1,,,60,sud,0,,,,1,0
511136,76000,15086.913,91086.914,1700,11500,0,11500,3,2,3.7362473,14555.298,2,1,20,0,0,,0,1,60,56,sud,0,0,0,1,,
511342,91500,6747.0396,98247.039,,16200,400,16600,1,2,3.6320558,17024.73,3,0,,0,1,0,,1,59,,sud,,0,1,0,,
511352,195000,17666.73,212666.73,,27000,500,27500,5,2,4.819643,39864.754,8,3,26.666666,2,0,,1,1,57,54,sud,0,0,1,0,1,0
511365,125000,0,125000,2000,16200,0,16200,4,2,5.8616371,20200,4,2,18,0,0,,0,1,40,39,sud,0,0,1,0,,
511474,1500,1000,1900,,42200,0,42200,4,3,.30154726,41803.664,8,2,26.5,2,0,,0,1,59,53,sud,0,1,1,0,,
512211,96000,2400,98400,,13400,0,13400,2,5,.88101357,19143.258,4,1,39,1,1,1,0,,,61,sud,0,,,,,
512452,573000,20000,463000,,31000,0,31000,4,3,.48031747,46577.238,9,2,20,1,0,,1,1,47,45,sud,0,0,1,0,1,0
512517,50500,900,51400,100,8040,200,8240,1,3,2.8457074,7003.2988,1,0,,0,1,0,,1,48,,sud,,0,1,0,,
512784,103500,4500,99000,,21400,0,21400,5,4,1.3880545,18805.229,4,3,15.333333,1,0,,0,1,53,38,sud,0,0,1,0,,
512843,181500,67.180542,174567.19,,32400,500,32900,5,1,.80021513,26200.246,6,3,20,1,0,,0,1,57,51,sud,0,0,1,0,,
512849,205600,753.74384,206353.75,,29800,0,29800,3,1,.71670824,24602.762,5,1,27,1,0,,0,0,53,49,sud,0,0,,,,
512884,2000,600,2600,,12240,0,12240,3,1,.76830578,12002.199,2,1,22,0,0,,0,1,61,59,sud,0,0,0,1,,
512887,152000,1000,153000,2000,16800,0,16800,4,1,1.7690109,20203.666,4,1,24,0,0,,0,1,50,54,sud,0,0,1,0,,
512921,300000,110000,410000,,16000,0,16000,2,2,1.6363592,47124.18,9,0,,0,0,,1,0,69,63,nord,1,0,,,1,0
512941,207000,6000,213000,,31400,0,31400,4,3,.80076408,24221.992,5,2,7.5,0,0,,0,1,41,37,sud,0,0,1,0,,
513045,195000,3300,198300,1400,44900,1050,45950,3,1,1.9744072,57157.094,10,1,29,1,0,,0,0,60,60,nord,0,0,,,,
513064,144500,12582.206,157082.2,,34360,0,34360,2,1,2.1032879,43446.117,8,0,,0,0,,1,1,61,56,nord,0,0,0,1,0,1
513377,150000,40000,190000,,17200,0,17200,2,3,.40253976,32646.611,7,0,,0,1,1,1,,,59,nord,0,,,,1,0
513406,282000,25000,307000,3700,19200,500,19700,3,5,1.2380184,44091.633,9,1,28,0,0,,0,1,60,58,nord,0,1,1,0,,
513411,150500,7000,157500,1000,16800,0,16800,1,5,1.8167969,29225.656,6,0,,0,1,0,,1,50,,nord,,1,1,0,,
513428,325000,42000,367000,3500,31200,17700,48900,2,4,.33840019,49593.941,9,1,20,1,1,1,1,,,52,nord,0,,,,1,0
513437,1820000,31000,1781000,1500,50800,1000,51800,3,4,.36486739,69092.664,10,1,16,1,0,,1,1,52,44,sud,0,1,1,0,1,0
611412,815700,61093.625,766793.63,,79400,0,79400,4,4,.79112232,128016.58,10,2,20.5,1,0,,1,1,57,57,nord,1,1,1,0,1,0
611441,251000,20233.152,271233.16,,43300,8000,51300,2,4,.57872754,48274.16,9,0,,0,0,,1,1,59,56,nord,0,0,1,0,0,1
611614,160000,55500,206200,2700,51600,1000,52600,4,4,1.2233411,69003.422,10,2,23,2,0,,1,1,49,48,centro,0,0,0,1,0,1
612011,168000,59338,227338,3000,26150,0,26150,2,5,.32453173,39635.992,8,0,,0,0,,0,1,63,64,nord,0,0,0,1,,
612269,59000,46920,104583.95,,24600,400,25000,1,5,.82339656,20158.779,4,0,,0,1,1,1,,,47,nord,0,,,,1,0
612423,229000,41600,270600,2600,21600,600,22200,1,5,.47130355,29917.516,7,0,,0,1,1,1,,,60,nord,0,,,,1,0
614660,0,1125.3434,-7034.6567,,11700,0,11700,2,5,1.0681329,15773.125,3,1,26,1,1,1,1,,,61,sud,0,,,,1,0
614683,293000,10000,303000,1600,38200,0,38200,2,5,.36949998,56523.648,10,0,,0,0,,1,0,62,62,sud,1,1,,,1,0
615399,271000,2994.5515,273994.56,1500,22800,0,22800,4,4,2.8172684,45410.977,9,2,26,1,0,,0,1,56,50,centro,0,0,0,1,,
616313,695000,362000,1057000,5000,63000,17000,80000,3,4,.39961603,97663.109,10,1,21,1,0,,1,1,58,58,nord,1,0,1,0,1,0
617023,258000,21641.957,276641.97,3000,24000,2000,26000,2,4,.38274929,43079.324,8,0,,0,0,,1,1,58,54,nord,0,0,0,1,1,0
620481,659200,153000,747200,,29900,1000,30900,2,3,.46352988,78634.531,10,0,,0,0,,1,1,59,58,nord,0,0,0,1,1,0
620829,158500,66000,224500,4000,28400,350,28750,3,3,.70731032,30627.143,7,2,17,1,1,1,1,,,48,nord,1,,,,1,0
620858,315000,68000,323600,3000,38700,0,38700,4,3,.47609767,66017.258,10,2,26.5,1,0,,1,0,58,58,nord,0,0,,,1,0
621773,151000,24000,175000,,20700,0,20700,4,1,2.6144304,47727.965,9,2,23.5,1,0,,0,1,56,55,centro,0,0,1,0,,
622034,130500,8000,138500,,34700,0,34700,4,3,.29443055,40029.32,8,2,21.5,2,0,,0,1,57,48,sud,0,1,1,0,,
623300,2000,2435.6016,4435.6016,2000,12600,0,12600,4,4,1.0030367,19508.928,4,2,25.5,2,0,,0,1,57,50,sud,0,0,0,1,,
623305,205000,19843.656,224843.66,6500,16800,0,16800,6,4,2.1296163,21472.732,5,3,22.666666,2,0,,0,0,56,49,sud,0,0,,,,
623606,207000,7173.8037,214173.8,,24600,500,25100,2,3,1.1544304,27626.295,6,0,,0,0,,1,0,66,59,nord,0,0,,,0,1
624781,370000,2000,364800,2000,30800,0,30800,4,2,5.8616371,32800,7,2,15,2,0,,0,1,58,45,sud,0,0,1,0,,
625536,85000,11000,96000,,17700,3000,20700,2,4,.72608089,18440.318,4,0,,0,0,,0,1,61,61,sud,0,0,1,0,,
625983,210000,13000,221060.11,3000,33704,20000,53704,3,4,.61420059,56151.648,10,1,33,0,0,,1,1,64,62,sud,0,0,1,0,1,0
626259,613000,5000,618000,700,27600,0,27600,3,2,1.6593742,34618.328,7,1,32,0,0,,0,1,60,60,nord,0,0,0,1,,
626310,130600,18851.875,149451.88,,19200,350,19550,4,3,.20714924,39269.098,8,1,25,1,0,,0,1,58,57,sud,0,0,1,0,,
626851,420000,99874.32,519874.31,3000,51900,2500,54400,3,5,1.1268346,80286.695,10,1,24,1,0,,1,1,60,57,sud,0,1,1,0,1,0
627314,281000,12000,253000,6000,20800,6000,26800,4,4,.43201396,55460.578,9,2,22,2,0,,1,1,49,52,sud,0,0,1,0,1,0
627479,150500,0,150500,,31800,0,31800,4,4,.25238931,18800,4,2,28.5,1,0,,0,1,57,51,sud,0,0,0,1,,
630345,140500,126.39793,140626.39,2000,19200,0,19200,2,1,.7254101,21300.463,4,0,,0,0,,1,0,61,56,sud,0,0,,,1,0
631712,710000,120000,830000,,56900,14500,71400,4,4,.69447547,69119.281,10,0,,0,0,,1,1,57,59,centro,0,0,0,1,1,0
633412,393000,315898.44,708898.44,,38950,600,39550,2,4,.79868245,47823.688,9,0,,0,0,,1,1,45,43,nord,1,0,1,0,1,0
634144,122000,556.57776,114556.58,,23980,8000,31980,3,5,.99015552,28602.039,6,1,19,0,0,,0,1,48,49,nord,0,0,1,0,,
634732,205000,15000,220000,4000,32400,8000,40400,3,1,1.0999855,56804.98,10,1,34,1,0,,0,1,60,62,nord,0,0,1,0,,
635112,372600,2300,374900,3000,35400,0,35400,4,4,.70148796,41408.43,8,2,19,1,0,,0,1,50,50,nord,0,0,1,0,,
